id,level,sp,type,range,target,power,duration,mp,success,weapon,class,requireskills,levelskills,stat1,value1,value2,stat2,value1,value2,stat3,value1,value2,char_level,aoe,aoeradius
2622,7,1,2,0,0,60,0,180,100,0|0|0|0|0,68|0|0|0|0,2516|2246|0,7|9|0,0,0,0,0,0,0,0,0,0,0,0,0
2623,8,1,2,0,0,60,0,190,100,0|0|0|0|0,68|0|0|0|0,2516|2246|0,8|9|0,0,0,0,0,0,0,0,0,0,0,0,0
2624,9,1,2,0,0,60,0,200,100,0|0|0|0|0,68|0|0|0|0,2516|2246|0,9|9|0,0,0,0,0,0,0,0,0,0,0,0,0
2626,1,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,2,0,0,0,0,0,0,0,0,0,0
2627,2,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,3,0,0,0,0,0,0,0,0,0,0
2628,3,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,4,0,0,0,0,0,0,0,0,0,0
2629,4,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,5,0,0,0,0,0,0,0,0,0,0
2630,5,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,6,0,0,0,0,0,0,0,0,0,0
2631,6,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,7,0,0,0,0,0,0,0,0,0,0
2632,7,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,8,0,0,0,0,0,0,0,0,0,0
2633,8,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,9,0,0,0,0,0,0,0,0,0,0
2634,9,1,15,0,0,0,0,0,0,0|0|0|0|0,68|0|0|0|0,2046|0|0,3|0|0,15,10,0,0,0,0,0,0,0,0,0,0
2636,1,1,2,0,0,21,0,120,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2637,2,1,2,0,0,21,0,130,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,2|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2638,3,1,2,0,0,21,0,140,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2639,4,1,2,0,0,21,0,150,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2640,5,1,2,0,0,21,0,160,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2641,6,1,2,0,0,21,0,170,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,6|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2642,7,1,2,0,0,21,0,180,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2643,8,1,2,0,0,21,0,190,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,8|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2644,9,1,2,0,0,21,0,200,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,9|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2646,1,1,2,0,0,22,0,120,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2647,2,1,2,0,0,22,0,130,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,2|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2656,1,1,2,0,0,35,0,120,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,1|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2657,2,1,2,0,0,35,0,130,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,2|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2658,3,1,2,0,0,35,0,140,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,3|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2659,4,1,2,0,0,35,0,150,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,4|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2660,5,1,2,0,0,35,0,160,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,5|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2661,6,1,2,0,0,35,0,170,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,6|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2662,7,1,2,0,0,35,0,180,100,0|0|0|0|0,68|0|0|0|0,2626|0|0,7|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2801,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2802,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2803,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2804,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2805,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2806,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2807,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2808,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2809,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2810,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2811,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2812,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2813,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2814,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2815,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2816,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2817,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2818,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2819,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2820,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2821,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2822,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2823,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2824,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2825,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2826,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2827,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2828,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2829,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2830,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2831,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2832,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2833,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2834,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2835,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2836,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2837,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2838,1,0,14,0,0,0,0,100,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2840,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2841,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2842,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2843,1,1,18,1,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,2,532,510,0,0,0,0,0,0,0,0,0
2850,1,0,15,0,0,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,58,250,0,0,0,0,0,0,0,0,0,0
2851,1,0,15,0,0,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,58,500,0,0,0,0,0,0,0,0,0,0
2852,1,0,15,0,0,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,58,750,0,0,0,0,0,0,0,0,0,0
2853,1,0,15,0,0,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,58,1000,0,0,0,0,0,0,0,0,0,0
2891,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2892,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2893,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2894,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2895,1,0,14,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2896,1,0,11,150,3,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,20,0,0,0,0,0,0,0,0,0,0
2897,1,0,6,2500,4,10,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2898,1,0,11,1800,3,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,20,0,0,0,0,0,0,0,0,0,0
2899,1,0,11,1800,3,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2900,0,0,8,0,3,0,10,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,7,0,0,0,0,0,0,0,1,1000
2901,0,0,8,0,3,0,8,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,0,10,0,0,0,0,0,0,0,1,1000
2902,0,0,8,0,3,0,10,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,10,0,0,0,0,0,0,0,1,1000
2903,0,0,8,0,3,0,10,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,7,0,0,0,0,0,0,0,1,1000
2904,0,0,8,0,3,0,9,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,6,21,0,12,0,0,0,0,1,1000
2905,0,0,8,0,3,0,10,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,7,0,0,0,0,0,0,0,1,1000
2906,0,0,8,0,3,0,10,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,12,0,0,0,0,0,0,0,1,1000
2907,0,0,12,0,3,30,12,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,1000
2908,0,0,10,0,3,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,1000,0,0,0,0,0,0,0,0,1,1200
2909,0,0,12,0,0,0,2,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2910,0,0,8,0,0,0,26,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,7,0,0,0,0,0,0,0,0,0
2911,0,0,8,0,0,0,22,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,0,0,0,0,0,0,0,0,0,0,0
2912,0,0,8,0,0,0,30,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,12,0,0,0,0,0,0,0,0,0
2913,0,0,8,0,0,0,28,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,7,0,0,0,0,0,0,0,0,0
2914,0,0,8,0,0,0,28,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,6,21,0,12,0,0,0,0,0,0
2915,0,0,8,0,0,0,28,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,8,0,0,0,0,0,0,0,0,0
2916,0,0,8,0,0,0,27,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,100,25,0,0,0,0,0,0,0,0,0
2917,0,0,12,0,0,0,2,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2918,0,0,12,0,0,0,22,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,5,0,0,0,0,0,0,0,0,0
2919,0,0,12,0,0,0,22,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2920,0,0,8,0,0,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,9,0,0,0,0,0,0,0,0,0
2921,0,0,8,0,0,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,40,0,0,0,0,0,0,0,0,0,0
2922,0,0,8,0,0,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,22,0,0,0,0,0,0,0,0,0
2923,0,0,8,0,0,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,10,0,0,0,0,0,0,0,0,0
2924,0,0,8,0,0,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,12,21,0,17,0,0,0,0,0,0
2925,0,0,8,0,0,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,10,0,0,0,0,0,0,0,0,0
2926,0,0,8,0,0,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,130,30,0,0,0,0,0,0,0,0,0
2927,0,0,12,0,0,40,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2928,0,0,12,0,0,0,28,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,10,0,0,0,0,0,0,0,0,0
2929,0,0,12,0,0,0,25,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2930,0,0,8,0,3,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,7,0,0,0,0,0,0,0,1,2000
2931,0,0,8,0,3,0,25,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,0,15,0,0,0,0,0,0,0,1,2000
2932,0,0,8,0,3,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,15,0,0,0,0,0,0,0,1,2000
2933,0,0,8,0,3,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,7,0,0,0,0,0,0,0,1,2000
2934,0,0,8,0,3,0,30,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,7,21,0,15,0,0,0,0,1,2000
2935,0,0,8,0,3,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,10,0,0,0,0,0,0,0,1,2000
2936,0,0,8,0,3,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,150,20,0,0,0,0,0,0,0,1,2000
2937,0,0,12,0,3,50,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,2000
2938,0,0,12,0,3,0,28,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,6,0,0,0,0,0,0,0,1,2000
2939,0,0,12,0,3,0,2,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,2000
2940,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,7,0,0,0,0,0,0,0,0,0
2941,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,40,0,0,0,0,0,0,0,0,0,0
2942,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,7,0,0,0,0,0,0,0,0,0
2943,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,7,0,0,0,0,0,0,0,0,0
2944,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,7,21,0,10,0,0,0,0,0,0
2945,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,20,0,0,0,0,0,0,0,0,0
2946,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,15,24,30,0,0,0,0,0,0,0
2947,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,10,22,0,10,0,0,0,0,0,0
2948,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,0,5,20,0,10,0,0,0,0,0,0
2949,0,0,9,3000,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,5,24,40,0,0,0,0,0,0,0
2950,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,10,0,0,0,0,0,0,0,0,0
2951,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,50,0,0,0,0,0,0,0,0,0,0
2952,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,12,0,0,0,0,0,0,0,0,0
2953,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,12,0,0,0,0,0,0,0,0,0
2954,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,0,10,21,0,15,0,0,0,0,0,0
2955,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,15,0,0,0,0,0,0,0,0,0
2956,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,17,24,40,0,0,0,0,0,0,0
2957,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,15,22,0,15,0,0,0,0,0,0
2958,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,24,0,5,20,0,15,0,0,0,0,0,0
2959,0,0,9,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,18,0,5,24,50,0,0,0,0,0,0,0
2960,0,0,13,3200,5,0,2,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2961,0,0,13,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2962,0,0,13,3200,5,0,35,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2963,0,0,13,3200,5,0,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2964,0,0,13,3200,5,0,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2965,0,0,13,3200,5,0,25,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2966,0,0,13,3200,5,0,8,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2967,0,0,13,3200,5,0,14,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2968,0,0,13,3200,5,0,3,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2969,0,0,13,3200,5,0,7,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2970,0,0,10,0,7,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,60,0,17,15,0,0,0,0,0,1,1000
2971,0,0,10,0,7,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,120,0,17,30,0,0,0,0,0,1,1000
2972,0,0,10,0,7,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,180,0,17,45,0,0,0,0,0,1,1000
2973,0,0,10,0,7,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,350,0,17,200,0,0,0,0,0,1,1500
2974,0,0,10,0,7,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,16,500,0,17,300,0,0,0,0,0,1,1500
2975,0,0,9,2000,4,0,3,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,20,0,30,0,0,0,0,0,0,0,0,0
2976,0,0,8,0,0,0,3,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,1000,0,0,0,0,0,0,0,0,0
2977,0,0,10,0,0,0,3,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,100,16,20000,0,0,0,0,0,0,0
2978,0,0,6,2800,5,250,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2979,0,0,6,2800,5,200,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2980,0,0,6,2700,5,150,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2981,0,0,6,2800,5,200,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2982,0,0,17,0,5,200,20,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,19,20,20,0,0,0,0,0,0,0,1,1000
2983,0,0,17,0,5,250,5,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,1200
2984,0,0,6,100,5,50,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2985,0,0,3,0,5,250,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2986,0,0,3,0,5,300,25,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,22,0,14,19,0,12,0,0,0,0,0,0
2986,0,0,3,0,5,250,0,0,125,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2988,0,0,6,2000,5,120,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0
2990,0,0,17,0,5,120,15,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,1000
2991,0,0,17,200,5,400,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,1000
2993,0,0,17,0,5,300,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,1400
2994,0,0,17,0,5,400,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,1800
2996,0,0,6,3000,5,250,10,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,23,0,40,24,0,30,0,0,0,0,0,0
