id,life,walkspeed,runspeed,drivespeed,weapon,subweapon,level,hp,attackpower,hitrate,defense,magicdefense,dodge,attackspeed,AI,exp,dropid,money,item,tab1,tab2,tab3,specialtab,attackdistance,aggresive,shp
1010,0,0,0,120,0,0,10,100,100,100,100,100,100,100,207,0,67,0,0,237,238,239,240,200,999,0
1011,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,68,0,0,241,0,0,0,200,999,0
1012,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,245,248,0,0,200,999,0
1013,0,0,0,130,0,0,10,100,100,100,100,100,100,100,208,0,69,0,0,249,250,0,0,200,999,0
1014,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1015,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1016,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,73,0,0,0,0,0,0,200,999,0
1017,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,221,222,223,0,200,999,0
1018,0,0,0,120,0,0,10,100,100,100,100,100,100,100,209,0,56,0,0,0,0,0,0,200,999,0
1019,0,0,0,80,0,0,10,100,100,100,100,100,100,100,210,0,56,0,0,0,0,0,0,200,999,0
1020,0,0,0,80,0,0,10,100,100,100,100,100,100,100,211,0,56,0,0,0,0,0,0,200,999,0
1021,0,120,300,120,0,0,10,100,100,100,100,100,100,100,201,0,73,0,0,307,0,0,0,200,999,0
1022,0,120,300,100,0,0,10,100,100,100,100,100,100,100,201,0,73,0,0,307,0,0,0,200,999,0
1023,0,120,300,100,0,0,10,100,100,100,100,100,100,100,201,0,73,0,0,307,0,0,0,200,999,0
1030,0,0,0,80,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,307,0,0,0,200,999,200
1031,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,291,0,0,0,200,999,0
1032,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,205,206,207,208,200,999,0
1033,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,55,0,0,0,0,0,0,200,999,0
1034,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,65,0,0,303,0,0,0,200,999,0
1035,0,120,300,120,0,0,10,100,100,100,100,100,100,100,201,0,73,0,0,307,0,0,0,200,999,0
1036,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,311,0,0,0,200,999,0
1037,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1038,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,70,0,0,0,0,0,0,200,999,0
1039,0,0,0,115,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,323,0,0,0,200,999,0
1040,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,67,0,0,327,0,0,0,200,999,0
1041,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1042,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,0,0,0,0,200,999,0
1051,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,0,0,0,0,200,999,0
1052,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1053,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1061,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,382,0,0,0,200,999,0
1062,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,66,0,0,386,387,388,389,200,999,0
1063,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,73,0,0,390,0,0,0,200,999,0
1064,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,65,0,0,394,395,0,397,200,999,0
1071,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,422,0,0,0,200,999,0
1072,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,58,0,0,0,0,0,429,200,999,0
1073,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,60,0,0,0,0,0,433,200,999,0
1081,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,70,0,0,462,464,466,468,200,999,0
1082,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1083,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,0,0,0,0,200,999,0
1084,0,0,0,120,0,0,10,100,100,100,100,100,100,100,215,0,54,0,0,462,0,0,0,200,999,0
1085,0,0,0,120,0,0,10,100,100,100,100,100,100,100,216,0,54,0,0,464,0,0,0,200,999,0
1086,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,466,0,0,0,200,999,0
1087,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,468,0,0,0,200,999,0
1088,0,0,0,120,0,0,10,100,100,100,100,100,100,100,218,0,59,0,0,0,0,0,0,200,999,0
1089,0,0,0,120,0,0,10,100,100,100,100,100,100,100,219,0,57,0,0,0,0,0,0,200,999,0
1090,0,0,0,120,0,0,10,100,100,100,100,100,100,100,220,0,55,0,0,0,0,0,0,200,999,0
1091,0,0,0,130,0,0,10,100,100,100,100,100,100,100,221,0,56,0,0,470,471,0,0,200,999,0
1092,0,0,0,130,0,0,10,100,100,100,100,100,100,100,222,0,58,0,0,474,475,0,0,200,999,0
1093,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,65,0,0,478,479,480,481,200,999,0
1094,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,66,0,0,482,483,484,485,200,999,0
1095,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,67,0,0,486,487,488,489,200,999,0
1096,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,490,491,0,0,200,999,0
1097,0,0,0,115,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,494,495,0,0,200,999,0
1098,0,0,0,120,0,0,10,100,100,100,100,100,100,100,223,0,57,0,0,498,0,0,0,200,999,0
1099,0,0,0,120,0,0,10,100,100,100,100,100,100,100,224,0,57,0,0,0,0,0,0,200,999,0
1100,0,0,0,120,0,0,10,100,100,100,100,100,100,100,225,0,57,0,0,0,0,0,0,200,999,0
1101,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,73,0,0,0,0,0,0,200,999,0
1102,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,73,0,0,0,0,0,0,200,999,0
1103,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1104,0,0,0,120,0,0,10,100,100,100,100,100,100,100,226,0,71,0,0,0,0,0,0,200,999,0
1105,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1106,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1107,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,73,0,0,0,0,0,0,200,999,0
1108,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,0,0,0,120,0,0,10,100,100,100,100,100,100,100,227,0,59,0,0,454,0,0,0,200,999,0
1110,0,0,0,120,0,0,10,100,100,100,100,100,100,100,228,0,73,0,0,460,0,0,0,200,999,0
1111,0,0,0,120,0,0,10,100,100,100,100,100,100,100,229,0,55,0,0,456,0,0,0,200,999,0
1112,0,0,0,130,0,0,10,100,100,100,100,100,100,100,230,0,56,0,0,458,0,0,0,200,999,0
1113,0,0,0,120,162,0,10,100,100,100,100,100,100,100,231,0,70,0,0,0,0,0,0,200,999,0
1114,0,0,0,120,0,161,10,100,100,100,100,100,100,100,232,0,70,0,0,0,0,0,0,200,999,0
1115,0,0,0,120,0,0,10,100,100,100,100,100,100,100,233,0,70,0,0,0,0,0,0,200,999,0
1116,0,0,0,120,162,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1117,0,0,0,120,0,161,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1118,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,73,0,0,0,0,0,0,200,999,0
1119,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,221,222,223,0,200,999,0
1120,0,0,0,115,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,0,0,0,0,200,999,0
1121,0,0,0,130,0,0,10,100,100,100,100,100,100,100,235,0,60,0,0,0,0,0,0,200,999,0
1122,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1123,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,58,0,0,0,0,0,0,200,999,0
1124,0,0,0,115,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,0,0,0,0,200,999,0
1125,0,0,0,115,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,0,0,0,0,200,999,0
1131,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1136,0,0,0,120,0,0,200,9999,100,100,300,300,300,100,0,0,72,0,0,0,0,0,0,200,999,0
1137,0,0,0,115,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,0,0,0,0,200,999,0
1141,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,55,0,0,0,0,0,0,200,999,0
1142,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,0,0,0,0,200,999,0
1143,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,0,0,0,0,200,999,0
1144,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,71,0,0,0,0,0,0,200,999,0
1151,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,471,0,0,0,200,999,0
1154,0,0,0,120,0,0,200,9999,100,100,300,300,300,100,234,0,59,0,0,0,0,0,0,200,999,0
1155,0,0,0,120,0,0,200,9999,100,100,300,300,300,100,0,0,72,0,0,0,0,0,0,200,999,0
1156,0,0,0,115,0,0,200,9999,100,100,300,300,300,100,0,0,69,0,0,0,0,0,0,200,999,0
1157,0,0,0,120,0,0,200,9999,100,100,300,300,300,100,0,0,72,0,0,0,0,0,0,200,999,300
1161,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,471,0,0,0,200,999,0
1162,0,0,0,120,162,0,10,100,100,100,100,100,100,100,0,0,57,0,0,471,0,0,0,200,999,0
1171,0,0,0,140,0,0,10,100,100,100,100,100,100,100,0,0,70,0,0,0,0,0,0,200,999,0
1172,0,0,0,140,0,0,10,100,100,100,100,100,100,100,0,0,54,0,0,0,0,0,0,200,999,0
1173,0,0,0,130,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,512,513,514,515,200,999,0
1180,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,516,0,0,0,200,999,0
1181,0,0,0,140,0,0,10,100,100,100,100,100,100,100,0,0,65,0,0,520,521,522,523,200,999,0
1184,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,57,0,0,524,525,526,527,200,999,0
1185,0,0,0,100,0,0,10,100,100,100,100,100,100,100,0,0,56,0,0,528,529,0,0,200,999,0
1186,0,0,0,120,0,0,10,100,100,100,100,100,100,100,0,0,69,0,0,532,533,534,535,200,999,0
1188,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1191,0,0,0,110,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1192,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1193,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1201,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1202,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1203,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1204,0,0,0,110,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1205,0,0,0,130,0,0,10,100,100,100,100,100,100,100,241,0,72,0,0,0,0,0,0,200,999,0
1206,0,0,0,100,0,0,10,100,100,100,100,100,100,100,0,0,72,0,0,0,0,0,0,200,999,0
1207,0,0,0,300,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1208,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,55,0,0,0,0,0,0,200,999,0
1209,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,55,0,0,0,0,0,0,200,999,0
1211,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,55,0,0,0,0,0,0,200,999,0
1212,0,0,0,110,0,0,10,100,100,100,100,100,100,100,236,0,56,0,0,551,0,0,0,200,999,0
1213,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,57,0,0,559,560,561,562,200,999,0
1214,0,0,0,115,0,0,10,100,100,100,100,100,100,100,236,0,59,0,0,0,0,0,0,200,999,0
1215,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,54,0,0,0,0,0,0,200,999,0
1219,0,0,0,110,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1220,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1221,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1222,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,57,0,0,563,564,565,0,200,999,0
1223,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,65,0,0,540,541,542,543,200,999,0
1224,0,0,0,105,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,555,556,0,0,200,999,0
1228,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1229,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1230,0,0,0,105,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1231,0,0,0,97,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1232,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1233,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1234,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1235,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1236,0,0,0,97,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1237,0,0,0,96,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1238,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1240,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1241,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1243,0,0,0,95,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1244,0,0,0,110,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1251,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1252,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1253,0,0,0,70,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1254,0,0,0,120,1025,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1255,0,0,0,120,1025,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1256,0,0,0,120,1025,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1257,0,0,0,120,1025,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1258,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1259,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1260,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1261,0,0,0,120,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1262,0,0,0,110,1025,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1263,0,0,0,110,1025,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1265,0,0,0,110,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1266,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,0,0,0,0,0,200,999,0
1269,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,60,0,0,0,0,200,999,0
1270,0,0,0,50,0,0,10,100,100,100,100,100,100,100,236,0,72,0,60,0,0,0,0,200,999,0
1271,0,0,0,100,0,0,10,100,100,100,100,100,100,100,236,0,72,0,60,0,0,0,0,200,999,0
1275,0,180,266,60,0,0,1,27,1,55,23,10,3,20,91,0,100,0,60,0,0,0,0,150,1,0
1276,0,180,266,60,0,0,1,27,1,55,23,10,3,20,91,0,100,0,60,0,0,0,0,150,1,0
1277,0,200,350,320,0,0,3,15,10,43,24,18,5,20,91,19,100,0,60,0,0,0,0,160,1,280
1278,0,200,250,40,0,0,9,20,38,59,23,8,10,95,2,45,111,0,60,0,0,0,0,230,2,0
1279,0,180,266,60,31,0,10,13,46,67,21,11,13,100,3,58,113,0,60,0,0,0,0,230,1,0
1280,0,250,266,65,131,0,11,22,49,62,28,9,12,95,2,54,117,0,60,0,0,0,0,230,2,0
1281,0,300,450,100,32,0,12,18,58,70,28,15,14,105,104,62,120,0,60,0,0,0,0,250,3,0
1282,0,140,700,88,1011,0,14,15,73,72,29,16,19,100,3,79,125,0,60,0,0,0,0,220,1,0
1283,0,200,400,80,0,0,14,19,73,72,32,18,16,105,1,71,126,0,60,0,0,0,0,200,3,350
1284,0,250,300,95,0,0,14,22,75,74,34,20,19,107,23,75,127,0,60,0,0,0,0,250,4,0
1285,0,220,440,70,0,0,13,15,65,71,27,15,17,100,3,74,124,0,60,0,0,0,0,210,1,350
1286,0,170,400,70,0,0,14,19,73,72,32,18,16,105,1,71,128,0,60,0,0,0,0,230,3,350
1287,0,170,370,70,0,0,14,15,73,72,29,16,19,100,21,79,129,0,60,0,0,0,0,250,1,0
1288,0,150,350,80,1003,0,15,16,81,74,33,18,20,100,22,85,132,0,60,0,0,0,0,250,1,0
1289,0,200,480,90,1080,0,16,19,109,82,23,20,25,90,26,80,136,0,60,0,0,0,0,1500,5,0
1290,0,260,600,80,0,0,17,24,101,78,44,26,24,107,9,89,140,0,60,0,0,0,0,250,4,350
1291,0,170,700,120,1003,302,19,32,117,83,50,30,28,110,24,120,148,0,60,0,0,0,0,260,8,0
1292,0,250,700,95,1005,0,15,16,81,74,33,18,20,100,3,85,133,0,60,0,0,0,0,220,1,0
1293,0,250,700,95,1005,0,16,17,89,75,35,20,21,100,3,90,137,0,60,0,0,0,0,220,1,0
1294,0,0,0,100,1073,0,17,21,99,77,42,24,20,105,15,84,141,0,60,0,0,0,0,2400,3,0
1295,0,170,700,90,1012,0,18,22,108,78,45,26,22,105,1,89,145,0,60,0,0,0,0,230,3,0
1296,0,220,700,120,1032,0,21,31,131,75,64,24,25,95,2,98,153,0,60,0,0,0,0,320,2,0
1297,0,220,700,120,1032,0,22,32,141,76,68,26,26,95,2,102,157,0,60,0,0,0,0,320,2,0
1298,0,300,700,125,162,0,23,37,166,90,65,42,35,105,5,140,163,0,60,0,0,0,0,220,8,0
1299,0,250,700,170,1001,161,24,62,185,95,77,56,48,105,6,140,167,0,60,0,0,0,0,350,9,0
1300,0,270,700,230,1037,0,28,393,327,101,98,63,20,110,43,851,169,0,100,0,0,0,0,350,11,0
1301,0,130,400,80,0,0,21,20,138,83,50,30,30,100,106,116,154,0,60,0,0,0,0,230,1,0
1302,0,145,600,95,1005,301,22,25,148,84,60,35,28,105,1,107,158,0,60,0,0,0,0,260,3,0
1303,0,145,600,100,1005,301,23,26,159,86,64,38,30,105,1,111,164,0,60,0,0,0,0,260,3,0
1304,0,160,610,110,1011,0,25,23,180,89,66,40,39,100,106,138,170,0,60,0,0,0,0,230,1,0
1305,0,165,450,145,1007,302,27,29,204,92,81,50,37,105,1,129,178,0,60,0,0,0,0,260,3,0
1306,0,160,400,130,1056,0,27,31,241,109,52,55,62,97,27,134,179,0,60,0,0,0,0,2000,6,0
1307,0,150,420,50,0,0,21,20,138,83,50,30,30,100,3,116,155,0,60,0,0,0,0,180,1,0
1308,0,150,420,80,0,0,22,20,148,84,54,32,32,100,3,122,159,0,60,0,0,0,0,180,1,0
1309,0,165,700,100,0,0,25,27,181,89,73,44,33,105,1,120,171,0,60,0,0,0,0,200,3,0
1310,0,165,370,60,0,0,25,23,180,89,66,40,39,100,3,138,172,0,60,0,0,0,0,200,1,0
1311,0,165,370,60,0,0,26,23,192,90,70,42,41,100,3,143,176,0,60,0,0,0,0,200,1,0
1312,0,175,370,80,0,0,28,25,216,93,79,48,46,100,3,153,181,0,60,0,0,0,0,200,1,0
1313,0,280,450,110,0,0,28,30,227,93,86,53,39,100,1,133,182,0,60,0,0,0,0,250,3,350
1314,0,350,600,120,0,0,29,35,240,97,96,61,50,105,9,143,184,0,60,0,0,0,0,250,4,350
1315,0,350,600,125,0,0,30,36,249,98,101,66,52,107,9,147,187,0,60,0,0,0,0,250,4,350
1316,0,300,750,95,1042,0,35,35,329,124,71,77,82,97,322,170,200,0,60,0,0,0,0,2000,6,0
1317,0,200,700,100,164,0,36,32,285,106,114,73,50,105,111,168,203,0,60,0,0,0,0,360,3,0
1318,0,250,600,125,1043,0,37,35,346,128,74,82,86,97,322,178,208,0,60,0,0,0,0,2000,6,0
1319,0,300,700,140,164,301,39,38,315,113,128,87,64,107,320,187,214,0,60,0,0,0,0,360,4,0
1320,0,300,700,145,164,301,40,38,322,114,132,89,66,107,320,192,217,0,60,0,0,0,0,360,4,0
1321,0,300,700,165,180,6,41,77,335,125,147,115,86,110,323,231,219,0,60,0,0,0,0,380,9,0
1322,0,220,600,90,0,0,31,26,249,98,90,57,51,100,3,169,190,0,60,0,0,0,0,180,1,0
1323,0,210,680,105,0,0,32,32,269,99,102,64,46,100,1,151,192,0,60,0,0,0,0,200,3,0
1324,0,185,700,125,401,0,34,37,278,105,113,75,58,107,9,165,201,0,60,0,0,0,0,210,4,0
1325,0,200,700,110,133,0,36,42,269,96,129,53,47,95,22,162,204,0,60,0,0,0,0,300,2,0
1326,0,300,700,200,135,0,42,78,343,127,150,118,87,110,114,236,222,0,60,0,0,0,0,300,9,0
1327,0,240,700,350,1021,0,49,629,575,136,175,122,21,110,83,1484,231,0,100,0,0,0,0,300,11,0
1328,0,200,520,80,0,0,36,27,285,106,104,66,58,100,22,195,205,0,60,0,0,0,0,220,1,0
1329,0,280,500,210,1016,0,44,375,519,128,156,107,32,110,85,1333,220,0,60,0,0,0,0,260,11,0
1330,0,200,250,80,1074,0,42,28,328,116,120,78,65,100,22,226,223,0,60,0,0,0,0,1200,1,0
1331,0,220,250,85,1074,0,43,28,336,117,123,81,67,100,22,231,227,0,60,0,0,0,0,1200,1,0
1332,0,160,280,100,1074,0,43,28,336,117,123,81,67,100,22,231,228,0,60,0,0,0,0,1200,1,180
1333,0,250,400,100,1075,0,46,34,357,122,145,96,62,105,21,211,229,0,60,0,0,0,0,1200,3,0
1334,0,240,450,135,1075,0,47,34,383,124,148,98,63,100,21,215,233,0,60,0,0,0,0,1300,3,300
1335,0,240,338,160,1075,0,48,39,382,128,158,110,77,107,23,227,235,0,60,0,0,0,0,1300,4,280
1336,0,200,360,160,1081,0,49,40,398,130,162,112,78,105,23,231,236,0,60,0,0,0,0,1300,4,300
1337,0,250,360,165,1081,0,50,40,406,131,165,115,80,105,23,235,237,0,60,0,0,0,0,1300,4,300
1338,0,300,400,250,1075,0,51,51,395,137,166,117,81,110,28,275,239,0,60,0,0,0,0,1300,8,410
1339,0,165,550,110,0,0,53,45,368,121,191,82,65,100,22,234,242,0,60,0,0,0,0,160,2,0
1340,0,170,600,110,1015,0,55,35,424,138,175,118,72,105,21,250,244,0,60,0,0,0,0,230,3,0
1341,0,175,500,95,1040,0,57,33,537,155,111,112,100,90,26,258,246,0,60,0,0,0,0,2500,5,0
1342,0,250,700,160,403,0,58,51,446,150,190,137,91,110,24,308,247,0,60,0,0,0,0,230,8,0
1343,0,350,700,250,136,0,65,464,756,166,237,170,39,110,87,1966,253,0,100,0,0,0,0,230,11,0
1344,0,120,400,110,0,0,58,30,446,143,168,114,87,100,22,309,248,0,60,0,0,0,0,190,1,0
1345,0,125,400,115,0,0,59,30,454,145,171,116,89,100,22,314,250,0,60,0,0,0,0,190,1,0
1346,0,220,600,165,1002,0,63,37,484,152,202,138,82,105,21,284,259,0,60,0,0,0,0,240,3,0
1347,0,230,700,165,1021,0,66,53,619,165,219,160,103,90,112,345,266,0,60,0,0,0,0,290,8,0
1348,0,300,700,200,137,5,68,86,561,176,251,207,136,107,114,373,269,0,60,0,0,0,0,300,9,0
1349,0,300,700,250,1045,0,71,41,646,198,147,175,154,97,27,326,274,0,60,0,0,0,0,2000,6,0
1350,0,350,700,300,0,0,73,56,560,178,246,181,114,110,112,377,282,0,60,0,0,0,0,260,8,0
1351,0,300,700,300,1043,0,74,36,694,188,149,153,129,90,26,330,290,0,60,0,0,0,0,2000,5,0
1352,0,300,700,300,1043,0,75,36,703,190,151,156,130,90,26,335,292,0,60,0,0,0,0,2000,5,0
1353,0,400,700,320,138,5,76,45,600,179,262,190,119,107,113,348,298,0,60,0,0,0,0,300,4,0
1354,0,450,700,320,138,5,77,45,607,181,266,193,120,107,113,352,303,0,60,0,0,0,0,300,4,0
1355,0,500,700,450,139,5,83,872,965,201,314,230,28,110,70,2508,306,0,100,0,0,0,0,300,11,0
1356,0,220,550,80,0,0,70,32,537,165,207,143,105,100,22,371,272,0,60,0,0,0,0,230,1,0
1357,0,300,550,85,0,0,71,32,545,166,211,146,106,100,22,376,275,0,60,0,0,0,0,230,1,0
1358,0,250,600,120,0,0,72,38,580,168,235,163,94,100,21,322,279,0,60,0,0,0,0,230,3,0
1359,0,300,700,150,0,0,75,44,603,177,258,187,117,105,115,343,293,0,60,0,0,0,0,240,4,0
1360,0,350,700,200,0,0,76,44,600,179,262,190,119,107,115,348,299,0,60,0,0,0,0,240,4,0
1361,0,400,700,200,0,0,78,90,625,197,293,246,156,110,114,425,307,0,60,0,0,0,0,250,9,0
1362,0,500,700,350,0,0,86,683,1001,207,327,241,37,110,61,2599,317,0,100,0,0,0,0,250,11,0
1363,0,220,700,140,103,0,72,32,552,168,214,148,108,100,116,381,280,0,60,0,0,0,0,250,1,0
1364,0,220,700,145,103,0,73,32,533,170,217,151,109,105,116,386,283,0,60,0,0,0,0,250,1,0
